Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Mandai,2009,1,1,6.1,—,—,—,—,—,—,—,—
Mandai,2009,1,2,0.5,—,—,—,—,—,—,—,—
Mandai,2009,1,3,0,—,—,—,—,—,—,—,—
Mandai,2009,1,4,0,—,—,—,—,—,—,—,—
Mandai,2009,1,5,0.1,—,—,—,—,—,—,—,—
Mandai,2009,1,6,0,—,—,—,—,—,—,—,—
Mandai,2009,1,7,0,—,—,—,—,—,—,—,—
Mandai,2009,1,8,0,—,—,—,—,—,—,—,—
Mandai,2009,1,9,0,—,—,—,—,—,—,—,—
Mandai,2009,1,10,0,—,—,—,—,—,—,—,—
Mandai,2009,1,11,0,—,—,—,—,—,—,—,—
Mandai,2009,1,12,0,—,—,—,—,—,—,—,—
Mandai,2009,1,13,3.4,—,—,—,—,—,—,—,—
Mandai,2009,1,14,0,—,—,—,—,—,—,—,—
Mandai,2009,1,15,0.1,—,—,—,—,—,—,—,—
Mandai,2009,1,16,0,—,—,—,—,—,—,—,—
Mandai,2009,1,17,0,—,—,—,—,—,—,—,—
Mandai,2009,1,18,0,—,—,—,—,—,—,—,—
Mandai,2009,1,19,0,—,—,—,—,—,—,—,—
Mandai,2009,1,20,0,—,—,—,—,—,—,—,—
Mandai,2009,1,21,0,—,—,—,—,—,—,—,—
Mandai,2009,1,22,0,—,—,—,—,—,—,—,—
Mandai,2009,1,23,0,—,—,—,—,—,—,—,—
Mandai,2009,1,24,0,—,—,—,—,—,—,—,—
Mandai,2009,1,25,0.7,—,—,—,—,—,—,—,—
Mandai,2009,1,26,0,—,—,—,—,—,—,—,—
Mandai,2009,1,27,0,—,—,—,—,—,—,—,—
Mandai,2009,1,28,0,—,—,—,—,—,—,—,—
Mandai,2009,1,29,0,—,—,—,—,—,—,—,—
Mandai,2009,1,30,0,—,—,—,—,—,—,—,—
Mandai,2009,1,31,0,—,—,—,—,—,—,—,—
